categorie_interne;categorie_fr;groupe_uicategory;nom_interne;nom_fr;touche
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_shields_min;Boucliers : régler sur min. (appuyer);f7+lalt
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_weapons_increase;Armes : augmenter (appuyer);f5
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_weapons_decrease;Armes : diminuer (appuyer);f5+lalt
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_weapons_max;Armes : régler sur max. (appuyer);f5
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_weapons_min;Armes : régler sur min. (appuyer);f5+lalt
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_reset;Réinitialiser les affectations;f8
spaceship_hud;Vol : HUD;VOL;v_cycle_pitch_ladder_mode;Parcourir le mode Horizon artificiel;non assigné
spaceship_hud;Vol : HUD;VOL;mobiglas;mobiGlas (ON/OFF);f1
spaceship_hud;Vol : HUD;VOL;toggle_ar_mode;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_open_scoreboard;Tableau des scores;f1
spaceship_hud;Vol : HUD;VOL;v_hud_interact_toggle;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_cycle_mode_fwd;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_cycle_mode_back;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_focused_cycle_mode_fwd;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_focused_cycle_mode_back;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_left_panel_up;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_left_panel_down;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_left_panel_left;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_left_panel_right;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_confirm;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_cancel;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_stick_x;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_hud_stick_y;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_comm_open_chat;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_comm_show_chat;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_comm_open_precanned;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_comm_select_precanned_1;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_comm_select_precanned_2;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_comm_select_precanned_3;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_comm_select_precanned_4;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_comm_select_precanned_5;(libellé non trouvé);non assigné
spaceship_hud;Vol : HUD;VOL;v_starmap;Carte;f2
spaceship_hud;Vol : HUD;VOL;visor_wipe;Essuyer la visière du casque;lalt+x
lights_controller;Lumières;;v_lights;Phares (ON/OFF);l
lights_controller;Lumières;;v_lights_on;Feux\n(Activer);non assigné
lights_controller;Lumières;;v_lights_off;Feux\n(Activer);non assigné
lights_controller;Lumières;;v_toggle_running_lights;(libellé non trouvé);non assigné
lights_controller;Lumières;;v_toggle_cabin_lights;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_select;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_reorient;(libellé non trouvé);r
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_center;(libellé non trouvé);e
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_decenter;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_zoom_out_button;(libellé non trouvé);np_subtract
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_zoom_in_button;(libellé non trouvé);np_add
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_zoom_in_analog;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_zoom_out_analog;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_zoom_out_wheel;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_zoom_in_wheel;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_pan_toggle;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_rotate_toggle;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_zoom_toggle;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_toggledPanX;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_toggledPanY;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_toggledYaw;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_toggledPitch;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_toggledZoom;(libellé non trouvé);non assigné
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_nonToggledPanUp;(libellé non trouvé);w
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_nonToggledPanDown;(libellé non trouvé);s
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_nonToggledPanLeft;(libellé non trouvé);a
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_nonToggledPanRight;(libellé non trouvé);d
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_nonToggledYawUp;(libellé non trouvé);up
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_nonToggledYawDown;(libellé non trouvé);down
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_nonToggledPitchLeft;(libellé non trouvé);left
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_nonToggledPitchRight;(libellé non trouvé);right
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_pinMode;(libellé non trouvé);lctrl
vehicle_mobiglas;Véhicule : mobiGlas;VOL;ui_3d_display_pinSelect;(libellé non trouvé);non assigné
stopwatch;Chronomètre;;stopwatch_reset;Réinitialiser (maintenir);non assigné
stopwatch;Chronomètre;;stopwatch_trigger;Start/Pause (appuyer);non assigné
player;À pied : tous;À PIED;moveleft;Gauche;a
player;À pied : tous;À PIED;moveright;Droite;d
player;À pied : tous;À PIED;moveforward;Avancer;w
player;À pied : tous;À PIED;moveback;Reculer;s
player;À pied : tous;À PIED;rotateyaw;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;rotatepitch;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;gp_movex;Gauche/Droite;non assigné
player;À pied : tous;À PIED;gp_movey;Avancer/Reculer;non assigné
player;À pied : tous;À PIED;gp_rotateyaw;Regarder (lacet);non assigné
player;À pied : tous;À PIED;gp_rotatepitch;Regarder (tangage);non assigné
player;À pied : tous;À PIED;jump;Sauter;space
player;À pied : tous;À PIED;jump_hold;(EN) Jump Thrusters - Activate (hold);space
player;À pied : tous;À PIED;jump_release;(EN) Jump Thrusters - Release;space
player;À pied : tous;À PIED;crouch;S’accroupir;c
player;À pied : tous;À PIED;gp_jump;Sauter;non assigné
player;À pied : tous;À PIED;gp_crouch;S’accroupir;non assigné
player;À pied : tous;À PIED;prone;S’allonger;lctrl
player;À pied : tous;À PIED;sprint;Sprinter;lshift
player;À pied : tous;À PIED;walk;Marcher;non assigné
player;À pied : tous;À PIED;leanleft;Se pencher à gauche;q
player;À pied : tous;À PIED;leanright;Se pencher à droite;e
player;À pied : tous;À PIED;ledgegrab;(EN) Climb Ledges;space
player;À pied : tous;À PIED;attack1;Arme à feu : attaquer;non assigné
player;À pied : tous;À PIED;attackSecondary;(EN) Tool - Secondary Fire;non assigné
player;À pied : tous;À PIED;melee_AttackLightLeft;Mêlée : attaque légère à gauche;non assigné
player;À pied : tous;À PIED;melee_AttackLightRight;Mêlée : attaque légère à droite;non assigné
player;À pied : tous;À PIED;melee_AttackHeavyLeft;Mêlée : attaque lourde à gauche (maintenir);non assigné
player;À pied : tous;À PIED;melee_AttackHeavyRight;Mêlée : attaque lourde à droite (maintenir);non assigné
player;À pied : tous;À PIED;melee_block;Mêlée : bloquer (maintenir);non assigné
player;À pied : tous;À PIED;melee_AttackSyringeStab;MedPen : nouvelle injection;non assigné
player;À pied : tous;À PIED;melee_dodgeLeft;Esquiver vers la gauche;a
player;À pied : tous;À PIED;melee_dodgeRight;Esquiver vers la droite;d
player;À pied : tous;À PIED;melee_dodgeBack;Esquiver vers l’arrière;s
player;À pied : tous;À PIED;restrain;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;weapon_melee;Mêlée : attaquer (arme à distance + éliminations);non assigné
player;À pied : tous;À PIED;takedown_nonLethal;Mêlée : attaquer (arme à distance + éliminations);non assigné
player;À pied : tous;À PIED;takedown_lethal;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;throw_overhand;Jeter : par-dessus le bras et à deux mains;non assigné
player;À pied : tous;À PIED;throw_underhand;Jeter : par-dessous le bras;non assigné
player;À pied : tous;À PIED;zoom;Visée (épaule);non assigné
player;À pied : tous;À PIED;interact_with_scope;(libellé non trouvé: ui_CIFPSInteractWithScope);lshift
player;À pied : tous;À PIED;toggle_lowered;Posture avec arme (ON/OFF);lalt+r
player;À pied : tous;À PIED;select_primary_pit;Sélectionner l’arme principale;1
player;À pied : tous;À PIED;select_secondary_pit;Sélectionner l’arme secondaire;2
player;À pied : tous;À PIED;select_sidearm_pit;Sélectionner l’arme de poing;3
player;À pied : tous;À PIED;select_meleeweapon_pit;Sélectionner arme de corps à corps;v
player;À pied : tous;À PIED;select_gadget_pit;Sélectionner le gadget;5
player;À pied : tous;À PIED;selectUnarmedCombat;Combat à mains nues;6
player;À pied : tous;À PIED;nextitem;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;prevItem;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;nextweapon;Arme suivante;non assigné
player;À pied : tous;À PIED;prevweapon;Arme précédente;non assigné
player;À pied : tous;À PIED;reload;Recharger;r
player;À pied : tous;À PIED;reloadSecondary;(EN) Reload Secondary Fire;lalt+b
player;À pied : tous;À PIED;ammoRepool;Rééquilibrer les munitions;lalt+1
player;À pied : tous;À PIED;holster;Rengainer l’arme;r
player;À pied : tous;À PIED;drop;Déposer l’objet;non assigné
player;À pied : tous;À PIED;inspect;Examiner l’objet;non assigné
player;À pied : tous;À PIED;customize;Personnaliser l’arme;j
player;À pied : tous;À PIED;stabilize;Retenir sa respiration (visée épaule);lshift
player;À pied : tous;À PIED;weapon_auxiliary_action;Action FPS avec l’accessoire sous le canon;u
player;À pied : tous;À PIED;weapon_change_firemode;Changer de mode de tir;b
player;À pied : tous;À PIED;weapon_zeroing_decrease;Diminuer la distance de réglage de l’arme;pgdn
player;À pied : tous;À PIED;weapon_zeroing_increase;Auto/Augmenter la distance de réglage de l’arme;pgup
player;À pied : tous;À PIED;fixed_speed_increment;Augmente la vitesse de déplacement par défaut.;non assigné
player;À pied : tous;À PIED;fixed_speed_decrement;Diminue la vitesse de déplacement par défaut.;non assigné
player;À pied : tous;À PIED;use;(libellé non trouvé);e
player;À pied : tous;À PIED;useAttachmentBottom;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;useAttachmentTop;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;downedRevivalRequest;Demande de secours (en cas d’immobilisation);m
player;À pied : tous;À PIED;toggle_flashlight;Lampe torche (ON/OFF);t
player;À pied : tous;À PIED;combathealtarget;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;toggleEquipHelmet;Équiper le casque;ralt+h
player;À pied : tous;À PIED;toggleAttachHelmet;Casque\n(Équiper);lalt+h
player;À pied : tous;À PIED;toggleHelmetState;Augmente la vitesse de déplacement par défaut.;non assigné
player;À pied : tous;À PIED;visor_next_mode;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;visor_prev_mode;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;visor_wipe;Essuyer la visière du casque;lalt+x
player;À pied : tous;À PIED;selectitem;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;cancelselect;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;thirdperson;Vue à la 3e personne (ON/OFF);f4
player;À pied : tous;À PIED;toggle_cursor_input;(libellé non trouvé);f11
player;À pied : tous;À PIED;free_thirdperson_camera;Caméra libre (maintenir);z
player;À pied : tous;À PIED;pan_thirdperson_up;(libellé non trouvé);up
player;À pied : tous;À PIED;pan_thirdperson_down;(libellé non trouvé);down
player;À pied : tous;À PIED;zoom_out;Zoom arrière (visée épaule);non assigné
player;À pied : tous;À PIED;zoom_in;Zoom avant (visée épaule);non assigné
player;À pied : tous;À PIED;break_conversation_effects;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;hmd_rotateyaw;(libellé non trouvé);HMD_Yaw
player;À pied : tous;À PIED;hmd_rotatepitch;(libellé non trouvé);HMD_Pitch
player;À pied : tous;À PIED;hmd_rotateroll;(libellé non trouvé);HMD_Roll
player;À pied : tous;À PIED;mobiglas;mobiGlas (ON/OFF);f1
player;À pied : tous;À PIED;ship_recall;(EN) Recall Last Vehicle;non assigné
player;À pied : tous;À PIED;pl_hud_open_scoreboard;Tableau des scores;f1
player;À pied : tous;À PIED;pl_hud_confirm;(libellé non trouvé);enter
player;À pied : tous;À PIED;toggle_ar_mode;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ar_mode_scroll_action_up;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ar_mode_scroll_action_down;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;shop_camera_zoom_in;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;shop_camera_zoom_out;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;shop_camera_mouseyaw;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;shop_camera_mousepitch;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;spectate_enterpuremode;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;dismiss_corpse_marker;Supprimer indicateur corps;non assigné
player;À pied : tous;À PIED;consume;Arme à feu : attaquer;non assigné
player;À pied : tous;À PIED;ui_3d_display_select;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_reorient;(libellé non trouvé);r
player;À pied : tous;À PIED;ui_3d_display_center;(libellé non trouvé);e
player;À pied : tous;À PIED;ui_3d_display_decenter;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_zoom_out_button;(libellé non trouvé);np_subtract
player;À pied : tous;À PIED;ui_3d_display_zoom_in_button;(libellé non trouvé);np_add
player;À pied : tous;À PIED;ui_3d_display_zoom_in_analog;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_zoom_out_analog;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_zoom_out_wheel;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_zoom_in_wheel;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_pan_toggle;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_rotate_toggle;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_zoom_toggle;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_toggledPanX;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_toggledPanY;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_toggledYaw;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_toggledPitch;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_toggledZoom;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;ui_3d_display_nonToggledPanUp;(libellé non trouvé);w
player;À pied : tous;À PIED;ui_3d_display_nonToggledPanDown;(libellé non trouvé);s
player;À pied : tous;À PIED;ui_3d_display_nonToggledPanLeft;(libellé non trouvé);a
player;À pied : tous;À PIED;ui_3d_display_nonToggledPanRight;(libellé non trouvé);d
player;À pied : tous;À PIED;ui_3d_display_nonToggledYawUp;(libellé non trouvé);up
player;À pied : tous;À PIED;ui_3d_display_nonToggledYawDown;(libellé non trouvé);down
player;À pied : tous;À PIED;ui_3d_display_nonToggledPitchLeft;(libellé non trouvé);left
player;À pied : tous;À PIED;ui_3d_display_nonToggledPitchRight;(libellé non trouvé);right
player;À pied : tous;À PIED;ui_3d_display_pinMode;(libellé non trouvé);lctrl
player;À pied : tous;À PIED;ui_3d_display_pinSelect;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;port_modification_select;Modification du port;non assigné
player;À pied : tous;À PIED;v_starmap;Carte;f2
player;À pied : tous;À PIED;force_respawn;Forcer le respawn (EVA/à pied);backspace
player;À pied : tous;À PIED;pc_conversation_option1;(libellé non trouvé);1
player;À pied : tous;À PIED;pc_conversation_option2;(libellé non trouvé);2
player;À pied : tous;À PIED;pc_conversation_option3;(libellé non trouvé);3
player;À pied : tous;À PIED;pc_conversation_option4;(libellé non trouvé);4
player;À pied : tous;À PIED;pc_conversation_option5;(libellé non trouvé);5
player;À pied : tous;À PIED;pc_conversation_option_up;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;pc_conversation_option_down;(libellé non trouvé);non assigné
player;À pied : tous;À PIED;pc_conversation_option_select;(libellé non trouvé);non assigné
prone;À pied : tous;À PIED;prone_rollleft;Roulade vers la gauche (à plat ventre);non assigné
prone;À pied : tous;À PIED;prone_rollright;Roulade vers la droite (à plat ventre);non assigné
mapui;(libellé non trouvé);;mapui_pan_left;(libellé non trouvé);a
mapui;(libellé non trouvé);;mapui_pan_right;(libellé non trouvé);d
mapui;(libellé non trouvé);;mapui_pan_forward;(libellé non trouvé);w
mapui;(libellé non trouvé);;mapui_pan_back;(libellé non trouvé);s
mapui;(libellé non trouvé);;mapui_pan_up;(libellé non trouvé);space
mapui;(libellé non trouvé);;mapui_pan_down;(libellé non trouvé);lctrl
mapui;(libellé non trouvé);;mapui_cycle_section_forward;(libellé non trouvé);e
mapui;(libellé non trouvé);;mapui_cycle_section_backward;(libellé non trouvé);q
mapui;(libellé non trouvé);;mapui_cycle_zone_forward;(libellé non trouvé);lshift+e
mapui;(libellé non trouvé);;mapui_cycle_zone_backward;(libellé non trouvé);lshift+q
mapui;(libellé non trouvé);;mapui_action_planroute;(libellé non trouvé);r
mapui;(libellé non trouvé);;mapui_action_clearroute;(libellé non trouvé);c
mapui;(libellé non trouvé);;mapui_action_togglepin;(libellé non trouvé);t
mapui;(libellé non trouvé);;mapui_action_mylocation;(libellé non trouvé);2
mapui;(libellé non trouvé);;mapui_action_toggle_view_entire_zone;(libellé non trouvé);z
mapui;(libellé non trouvé);;mapui_action_toggleQTActions;(libellé non trouvé);lshift
mapui;(libellé non trouvé);;mapui_action_goto_selection;(libellé non trouvé);3
mapui;(libellé non trouvé);;mapui_action_step_back;(libellé non trouvé);4
mapui;(libellé non trouvé);;mapui_action_goto_localmap;(libellé non trouvé);1
hacking;(libellé non trouvé);;hacking_minigame_debug_toggle_command_input;(libellé non trouvé);rshift
hacking;(libellé non trouvé);;hacking_minigame_debug_mouse_x;(libellé non trouvé);non assigné
hacking;(libellé non trouvé);;hacking_minigame_debug_mouse_y;(libellé non trouvé);non assigné
hacking;(libellé non trouvé);;hacking_minigame_mouse_lmb;(libellé non trouvé);non assigné
hacking;(libellé non trouvé);;hacking_minigame_mouse_rmb;(libellé non trouvé);non assigné
hacking;(libellé non trouvé);;hacking_minigame_abort;(libellé non trouvé);y
hacking;(libellé non trouvé);;hacking_minigame_help_window_toggle;(libellé non trouvé);h
hacking;(libellé non trouvé);;hacking_minigame_camera_control;(libellé non trouvé);non assigné
hacking;(libellé non trouvé);;hacking_minigame_camera_x;(libellé non trouvé);non assigné
hacking;(libellé non trouvé);;hacking_minigame_camera_y;(libellé non trouvé);non assigné
hacking;(libellé non trouvé);;hacking_minigame_movement_up;(libellé non trouvé);w
hacking;(libellé non trouvé);;hacking_minigame_movement_down;(libellé non trouvé);s
hacking;(libellé non trouvé);;hacking_minigame_movement_left;(libellé non trouvé);a
hacking;(libellé non trouvé);;hacking_minigame_movement_right;(libellé non trouvé);d
hacking;(libellé non trouvé);;hacking_minigame_swap_rotate_cw;(libellé non trouvé);non assigné
hacking;(libellé non trouvé);;hacking_minigame_swap_rotate_ccw;(libellé non trouvé);non assigné
hacking;(libellé non trouvé);;hacking_minigame_ability_inject;(libellé non trouvé);f
hacking;(libellé non trouvé);;hacking_minigame_ability_ping;(libellé non trouvé);tab
hacking;(libellé non trouvé);;hacking_minigame_ability_slowdown;(libellé non trouvé);q
hacking;(libellé non trouvé);;hacking_minigame_ability_swap;(libellé non trouvé);r
hacking;(libellé non trouvé);;hacking_minigame_ability_wraparound;(libellé non trouvé);e
hacking;(libellé non trouvé);;hacking_minigame_cycle_input_mode;(libellé non trouvé);i
tractor_beam;À pied : tous;À PIED;tractor_beam_increase_distance;Rayon tracteur : augmenter la distance;non assigné
tractor_beam;À pied : tous;À PIED;tractor_beam_decrease_distance;Rayon tracteur : diminuer la distance;non assigné
tractor_beam;À pied : tous;À PIED;tractor_beam_rotate;(libellé non trouvé);r
tractor_beam;À pied : tous;À PIED;tractor_beam_rotate_x;(libellé non trouvé);non assigné
tractor_beam;À pied : tous;À PIED;tractor_beam_rotate_y;(libellé non trouvé);non assigné
tractor_beam;À pied : tous;À PIED;tractor_beam_rotate_z_up;(libellé non trouvé);non assigné
tractor_beam;À pied : tous;À PIED;tractor_beam_rotate_z_down;(libellé non trouvé);non assigné
tractor_beam;À pied : tous;À PIED;tractor_beam_detach;(libellé non trouvé);b
tractor_beam;À pied : tous;À PIED;tractor_beam_throw;(libellé non trouvé);mouse2
tractor_beam;À pied : tous;À PIED;tractor_beam_reset_rotation;(libellé non trouvé);mouse3
mining;(libellé non trouvé);;weapon_change_mining_throttle;(libellé non trouvé: ui_CIFPSIncreaseMiningThrottle);lalt+maxis_z
incapacitated;À pied : tous;À PIED;incapacitatedRespawn;Régénération (en cas d’immobilisation);backspace
zero_gravity_eva;EVA : toutes;EVA;eva_view_yaw_left;Regarder à gauche;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_view_yaw_right;Regarder à droite;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_view_yaw;Regarder à gauche/droite;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_view_yaw_mouse;Regarder à gauche/droite;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_view_pitch_up;Regarder vers le haut;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_view_pitch_down;Regarder vers le bas;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_view_pitch;Regarder vers le haut/bas;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_view_pitch_mouse;Regarder vers le haut/bas;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_roll_left;Roulis vers la gauche;q
zero_gravity_eva;EVA : toutes;EVA;eva_roll_right;Roulis vers la droite;e
zero_gravity_eva;EVA : toutes;EVA;eva_roll;Roulis vers la gauche/droite;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_strafe_up;Déplacement vers le haut;space
zero_gravity_eva;EVA : toutes;EVA;eva_strafe_down;Déplacement vers le bas;lctrl
zero_gravity_eva;EVA : toutes;EVA;eva_strafe_vertical;Déplacement vers le haut/bas;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_strafe_left;Déplacement vers la gauche;a
zero_gravity_eva;EVA : toutes;EVA;eva_strafe_right;Déplacement vers la droite;d
zero_gravity_eva;EVA : toutes;EVA;eva_strafe_lateral;Déplacement vers la gauche/droite;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_strafe_forward;Déplacement vers l’avant;w
zero_gravity_eva;EVA : toutes;EVA;eva_strafe_back;Déplacement vers l’arrière;s
zero_gravity_eva;EVA : toutes;EVA;eva_strafe_longitudinal;Déplacement vers l’avant/l’arrière;non assigné
zero_gravity_eva;EVA : toutes;EVA;eva_brake;Freiner;x
zero_gravity_eva;EVA : toutes;EVA;eva_boost;Boost;lshift
zero_gravity_eva;EVA : toutes;EVA;eva_toggle_headlook_mode;Caméra libre (maintenir);z
zero_gravity_traversal;(EN) E.V.A. - Zero-G Traversal;;zgt_launch;(EN) Launch from Surface;space
zero_gravity_traversal;(EN) E.V.A. - Zero-G Traversal;;zgt_detach;(EN) Detach from Surface;y
zero_gravity_traversal;(EN) E.V.A. - Zero-G Traversal;;zgt_roll_left;Roulis vers la gauche;q
zero_gravity_traversal;(EN) E.V.A. - Zero-G Traversal;;zgt_roll_right;Roulis vers la droite;e
vehicle_general;Véhicule terrestre : général;Véhicule;v_horn;Klaxonner;space
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_cycle_fwd;Parcourir les vues caméra;f4
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_option;(libellé non trouvé);non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_zoom_in;Zoom avant (vue à la 3e personne);non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_zoom_out;Zoom arrière (vue à la 3e personne);non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_yaw_mouse;Regarder à gauche/droite;non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_pitch_mouse;Regarder vers le haut/bas;non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_yaw;Regarder à gauche/droite;non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_pitch;Regarder vers le haut/bas;non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_freelook_mode;Caméra libre (maintenir);z
vehicle_general;Véhicule terrestre : général;Véhicule;v_toggle_cursor_input;(libellé non trouvé);f11
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_yaw_absolute;(libellé non trouvé);HMD_Yaw
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_pitch_absolute;(libellé non trouvé);HMD_Pitch
vehicle_general;Véhicule terrestre : général;Véhicule;v_view_roll_absolute;(libellé non trouvé);HMD_Roll
vehicle_general;Véhicule terrestre : général;Véhicule;mobiglas;mobiGlas (ON/OFF);f1
vehicle_general;Véhicule terrestre : général;Véhicule;v_flightready;Préparation systèmes de vol;ralt+r
vehicle_general;Véhicule terrestre : général;Véhicule;v_toggle_all_doors;Ouvrir/Fermer portes (ON/OFF);non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_open_all_doors;Ouvre toutes les portes.;non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_close_all_doors;Ferme toutes les portes.;non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_toggle_all_doorlocks;Verrouiller/Déverrouiller portes (ON/OFF);non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_lock_all_doors;Verrouille toutes les portes.;non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_unlock_all_doors;Déverrouiller toutes les portes;non assigné
